transaction_id,account_id,amount,currency,transaction_date,transaction_time,status,transaction_type,merchant_id,merchant_name,payment_method,country
TXN-00000445,ACC-4072,304.74,USD,2023-02-25,15:00:00,completed,purchase,MERCH-765,Amazon,wallet,IN
TXN-00000446,ACC-8998,96.08,EUR,2023-02-25,18:00:00,completed,purchase,MERCH-398,PayPal,wallet,IN
TXN-00000447,ACC-7592,22.17,USD,2023-02-25,21:00:00,completed,purchase,MERCH-669,Airbnb,credit_card,DE
TXN-00000448,ACC-5896,290.17,USD,2023-02-26,00:00:00,completed,purchase,MERCH-503,Uber,bank_transfer,US
TXN-00000449,ACC-5863,38.47,USD,2023-02-26,03:00:00,completed,purchase,MERCH-587,Amazon,debit_card,DE
TXN-00000450,ACC-8972,727.35,USD,2023-02-26,06:00:00,completed,purchase,MERCH-875,Uber,credit_card,DE
TXN-00000451,ACC-5020,29.53,EUR,2023-02-26,09:00:00,completed,purchase,MERCH-453,Netflix,credit_card,AU
TXN-00000452,ACC-3027,476.04,USD,2023-02-26,12:00:00,completed,transfer,MERCH-700,Uber,credit_card,AU
TXN-00000453,ACC-2231,348.16,USD,2023-02-26,15:00:00,completed,refund,MERCH-946,Amazon,wallet,DE
TXN-00000454,ACC-3969,18.0,USD,2023-02-26,18:00:00,completed,transfer,MERCH-785,Uber,wallet,IN
TXN-00000455,ACC-6878,152.21,INR,2023-02-26,21:00:00,pending,purchase,MERCH-988,Uber,credit_card,IN
TXN-00000456,ACC-5238,592.22,GBP,2023-02-27,00:00:00,completed,purchase,MERCH-624,Apple,bank_transfer,GB
TXN-00000457,ACC-4795,57.09,INR,2023-02-27,03:00:00,completed,purchase,MERCH-353,Amazon,bank_transfer,AU
TXN-00000458,ACC-5320,216.33,EUR,2023-02-27,06:00:00,completed,purchase,MERCH-991,PayPal,bank_transfer,GB
TXN-00000459,ACC-9772,599.15,,2023-02-27,09:00:00,completed,purchase,MERCH-679,Airbnb,bank_transfer,IN
TXN-00000460,ACC-9977,64.66,USD,2023-02-27,12:00:00,completed,purchase,MERCH-317,Uber,wallet,US
TXN-00000461,ACC-2451,-98.38,INR,2023-02-27,15:00:00,completed,purchase,MERCH-385,Stripe,bank_transfer,GB
TXN-00000462,ACC-2029,36.69,USD,2023-02-27,18:00:00,completed,purchase,MERCH-335,Airbnb,bank_transfer,GB
TXN-00000463,ACC-3198,828.21,USD,2023-02-27,21:00:00,completed,transfer,MERCH-849,Walmart,bank_transfer,IN
TXN-00000464,ACC-8666,-32.08,EUR,2023-02-28,00:00:00,completed,purchase,MERCH-183,Netflix,debit_card,IN
TXN-00000465,ACC-5135,1033.99,USD,2023-02-28,03:00:00,completed,purchase,MERCH-765,PayPal,wallet,DE
TXN-00000466,ACC-8772,168.61,USD,2023-02-28,06:00:00,completed,purchase,MERCH-598,Apple,debit_card,IN
TXN-00000467,ACC-6820,533.69,USD,2023-02-28,09:00:00,completed,purchase,MERCH-166,PayPal,wallet,US
TXN-00000468,ACC-5978,463.66,USD,2023-02-28,12:00:00,completed,transfer,MERCH-651,Amazon,bank_transfer,IN
TXN-00000469,ACC-3533,324.76,GBP,2023-02-28,15:00:00,pending,purchase,MERCH-777,Apple,bank_transfer,US
TXN-00000470,ACC-4095,190.89,USD,2023-02-28,18:00:00,completed,transfer,MERCH-752,Apple,wallet,AU
TXN-00000471,ACC-2329,308.9,GBP,2023-02-28,21:00:00,completed,refund,MERCH-575,Uber,bank_transfer,DE
TXN-00000472,ACC-5672,128.44,USD,2023-03-01,00:00:00,completed,purchase,MERCH-401,Walmart,bank_transfer,GB
TXN-00000473,ACC-3523,365.42,GBP,2023-03-01,03:00:00,completed,purchase,MERCH-247,Walmart,bank_transfer,GB
TXN-00000474,ACC-3631,2.35,USD,2023-03-01,06:00:00,refunded,purchase,MERCH-111,Airbnb,bank_transfer,US
TXN-00000475,ACC-1355,22.77,INR,2023-03-01,09:00:00,completed,purchase,MERCH-423,Apple,debit_card,GB
TXN-00000476,ACC-8191,37.3,USD,2023-03-01,12:00:00,completed,purchase,MERCH-668,PayPal,bank_transfer,US
TXN-00000477,ACC-9452,60.21,USD,2023-03-01,15:00:00,completed,withdrawal,MERCH-133,Stripe,wallet,AU
TXN-00000478,ACC-5484,91.72,USD,2023-03-01,18:00:00,refunded,purchase,MERCH-997,Apple,bank_transfer,US
TXN-00000479,ACC-5823,601.13,USD,2023-03-01,21:00:00,completed,refund,MERCH-626,Uber,wallet,DE
TXN-00000480,ACC-9331,1246.42,USD,2023-03-02,00:00:00,completed,purchase,MERCH-364,Apple,wallet,IN
TXN-00000481,ACC-5602,69.3,EUR,2023-03-02,03:00:00,completed,withdrawal,MERCH-964,Apple,debit_card,GB
TXN-00000482,ACC-6603,23.48,INR,2023-03-02,06:00:00,completed,purchase,MERCH-265,Airbnb,credit_card,AU
TXN-00000483,ACC-4852,77.24,EUR,2023-03-02,09:00:00,completed,purchase,MERCH-960,Apple,debit_card,US
TXN-00000484,ACC-5628,397.95,USD,2023-03-02,12:00:00,completed,purchase,MERCH-353,Walmart,wallet,AU
TXN-00000485,ACC-5696,594.66,USD,2023-03-02,15:00:00,completed,purchase,MERCH-441,Apple,wallet,DE
TXN-00000486,ACC-7398,176.47,GBP,2023-03-02,18:00:00,completed,refund,MERCH-482,PayPal,bank_transfer,DE
TXN-00000487,ACC-6437,163.49,GBP,2023-03-02,21:00:00,completed,purchase,MERCH-994,Apple,wallet,AU
TXN-00000488,ACC-5534,302.46,USD,2023-03-03,00:00:00,completed,purchase,MERCH-325,Apple,credit_card,IN
TXN-00000489,ACC-1682,422.8,AUD,2023-03-03,03:00:00,completed,purchase,MERCH-974,Airbnb,bank_transfer,GB
TXN-00000490,ACC-9139,267.75,USD,2023-03-03,06:00:00,completed,purchase,MERCH-411,Amazon,bank_transfer,US
TXN-00000491,ACC-8993,9.69,GBP,2023-03-03,09:00:00,completed,purchase,MERCH-356,Apple,bank_transfer,AU
TXN-00000492,ACC-2659,1311.14,AUD,2023-03-03,12:00:00,refunded,purchase,MERCH-673,Walmart,bank_transfer,IN
TXN-00000493,ACC-3639,167.64,EUR,2023-03-03,15:00:00,completed,purchase,MERCH-723,PayPal,debit_card,AU
TXN-00000494,ACC-9759,206.61,USD,2023-03-03,18:00:00,completed,purchase,MERCH-410,PayPal,bank_transfer,GB
TXN-00000495,ACC-3889,31.39,EUR,2023-03-03,21:00:00,pending,purchase,MERCH-220,Stripe,bank_transfer,AU
TXN-00000496,ACC-8308,20.11,USD,2023-03-04,00:00:00,completed,transfer,MERCH-456,Walmart,wallet,AU
TXN-00000497,ACC-8070,22.89,GBP,2023-03-04,03:00:00,completed,purchase,MERCH-585,Uber,credit_card,GB
TXN-00000498,ACC-8745,248.89,USD,2023-03-04,06:00:00,completed,purchase,MERCH-135,Airbnb,debit_card,IN
TXN-00000499,ACC-1143,20.83,EUR,2023-03-04,09:00:00,completed,purchase,MERCH-170,Stripe,debit_card,DE
